episode,steps,step_entities
3,8,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
4,1,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
4,2,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
4,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
4,4,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
4,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
5,1,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
5,2,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
5,3,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
5,4,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,5,"[{'attacker_node': '192.168.203.150', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
5,6,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,7,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,8,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,9,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
5,10,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,11,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
5,12,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
5,13,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,1,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,2,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,3,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,4,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,5,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,6,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,7,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,8,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
6,9,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,2,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,3,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,4,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,5,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,6,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
7,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
8,1,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
8,2,"[{'attacker_node': '192.168.203.150', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
8,3,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
8,4,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
8,5,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
8,6,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
8,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
8,8,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
8,9,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,2,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,3,"[{'attacker_node': '192.168.79.90', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,4,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,5,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
9,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,2,"[{'attacker_node': '192.168.79.90', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,3,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,4,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,5,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,6,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,7,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,8,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
10,9,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
11,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
11,2,"[{'attacker_node': '192.168.186.164', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
11,3,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
11,4,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
11,5,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
11,6,"[{'attacker_node': '192.168.203.150', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
11,7,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
11,8,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
12,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
12,2,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
12,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
12,4,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
12,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,2,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,3,"[{'attacker_node': '192.168.213.192', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,4,"[{'attacker_node': '192.168.26.131', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,5,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
13,6,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
13,7,"[{'attacker_node': '192.168.241.129', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
13,8,"[{'attacker_node': '192.168.241.129', 'nifr_nodes': ['192.168.36.181', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
14,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,2,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,3,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,4,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,5,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,6,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
14,8,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,1,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,2,"[{'attacker_node': '192.168.36.181', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,3,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,4,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,5,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,6,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
15,7,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
16,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
16,2,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
16,3,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
16,4,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
16,5,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
16,6,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
16,7,"[{'attacker_node': '192.168.127.145', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
16,8,"[{'attacker_node': '192.168.127.145', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
17,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,2,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,3,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,4,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,5,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,6,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
17,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,2,"[{'attacker_node': '192.168.61.54', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,3,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,4,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,5,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
18,7,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
19,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
19,2,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
19,3,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
19,4,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,2,"[{'attacker_node': '192.168.231.147', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,3,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,4,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
20,6,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
21,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
21,2,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
21,3,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
21,4,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
21,5,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,2,"[{'attacker_node': '192.168.213.192', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,3,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,4,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
22,5,"[{'attacker_node': '192.168.213.192', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,6,"[{'attacker_node': '192.168.61.54', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,7,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,8,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,9,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
22,10,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
23,1,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
23,2,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.175.159', '192.168.171.85'], 'nicr_nodes': ['192.168.110.61']}]"
23,3,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,4,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,5,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,6,"[{'attacker_node': '192.168.225.141', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
23,7,"[{'attacker_node': '192.168.26.131', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
23,8,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.231.147', '192.168.179.211'], 'nicr_nodes': ['192.168.110.61']}]"
23,9,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,10,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,11,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,12,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,13,"[{'attacker_node': '192.168.225.141', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,14,"[{'attacker_node': '192.168.26.131', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,15,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,16,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
23,17,"[{'attacker_node': '192.168.109.91', 'nifr_nodes': ['192.168.110.61', '192.168.79.90'], 'nicr_nodes': ['192.168.110.61']}]"
